EventID	nPhotons	Hits	DepositedEnergy
5465	1519408657	16	2.60494e-05
5466	1519534167	18	3.6935e-05
5467	1519945239	38	8.0608e-05
5468	1520332867	24	5.18144e-05
5469	1520414016	4	6.97539e-06
5470	1520445266	8	8.53554e-06
5471	1520602243	8	1.59885e-05
5472	1520934927	44	8.33149e-05
5473	1521311345	34	4.86293e-05
5474	1521717884	44	7.86375e-05
5475	1521876467	10	1.24379e-05
5476	1522322534	102	0.000191778
5477	1522660434	40	6.73169e-05
5478	1523087856	274	0.000482633
5479	1523483524	36	7.37463e-05
5480	1523715794	20	3.48176e-05
5481	1524124380	68	0.000140573
5482	1524417051	24	4.86374e-05
5483	1524798115	32	5.78751e-05
5484	1524927814	22	3.77121e-05
5485	1525143976	16	3.16208e-05
5486	1525262542	12	2.44038e-05
5487	1525501576	26	4.16893e-05
5488	1525657266	14	2.99729e-05
5489	1525994271	30	4.72396e-05
5490	1526299227	24	4.12993e-05
5491	1526427592	10	2.24203e-05
5492	1526865911	32	5.55076e-05
5493	1527124924	50	9.85789e-05
5494	1527328778	28	5.75305e-05
5495	1527516234	28	4.17788e-05
5496	1528013563	44	8.24689e-05
5497	1528300377	40	7.98657e-05
5498	1528713289	44	7.26515e-05
5499	1529097823	56	0.000108282
5500	1529376999	30	5.45574e-05
5501	1529634695	30	5.88159e-05
5502	1530039603	30	5.89037e-05
5503	1530415534	48	8.30688e-05
5504	1530713361	28	5.2221e-05
5505	1530873709	14	2.75555e-05
5506	1531127425	24	5.20642e-05
5507	1531673299	34	5.58895e-05
5508	1531722768	6	1.48256e-05
5509	1532109701	24	4.53613e-05
5510	1532182343	12	1.88055e-05
5511	1532574688	28	4.94546e-05
5512	1532606065	4	5.21016e-06
5513	1532814244	20	2.30676e-05
5514	1532923497	4	8.12725e-06
5515	1533221655	26	4.16813e-05
5516	1533730417	116	0.000206885
5517	1534168793	38	6.69425e-05
5518	1534550625	64	0.000115164
5519	1534950776	28	5.591e-05
5520	1535243998	38	6.91131e-05
5521	1535690654	28	6.18789e-05
5522	1535852909	26	5.10561e-05
5523	1536011994	20	4.06124e-05
5524	1536305442	26	4.60617e-05
5525	1536518125	10	2.20237e-05
5526	1536587289	2	4.39519e-06
5527	1536980218	70	0.000151039
5528	1537276701	50	0.000101752
5529	1537292484	4	1.10273e-05
5530	1537664199	22	4.13954e-05
5531	1538146197	74	0.000135764
5532	1538265816	6	1.0166e-05
5533	1538570770	24	4.32723e-05
5534	1538863490	32	5.73037e-05
5535	1539240229	38	7.08827e-05
5536	1539263795	1002	0.000920779
5537	1539661300	24	4.43264e-05
5538	1540067700	36	8.24052e-05
5539	1540261562	24	3.29708e-05
5540	1540678810	62	9.25727e-05
5541	1540961370	32	6.71658e-05
5542	1541640572	96	0.000178007
5543	1541822603	16	3.30562e-05
5544	1541980928	10	2.23254e-05
5545	1542396015	50	0.000100733
