wl,k
1.64945,3.106670877127e-39
1.66855,3.103010559037e-38
1.68787,2.926917323359e-37
1.70742,2.610760423086e-36
1.72719,2.205105691478e-35
1.74719,1.765877979746e-34
1.76742,1.342489335462e-33
1.78789,9.701012572791e-33
1.80859,6.671201627842e-32
1.82953,4.371035626909e-31
1.85072,2.731860304788e-30
1.87215,1.630479808866e-29
1.89383,9.303207614973e-29
1.91575,5.080152956541e-28
1.93794,2.657683298022e-27
1.96038,1.333389383747e-26
1.98308,6.422035224131e-26
2.00604,2.972177670205e-25
2.02927,1.323054756541e-24
2.05277,5.670048126386e-24
2.07654,2.34151535743e-23
2.10058,9.325987994913e-23
2.12491,3.585564120945e-22
2.14951,1.331843982436e-21
2.1744,4.78346109066e-21
2.19958,1.662553323931e-20
2.22505,5.596243043091e-20
2.25082,1.825746085083e-19
2.27688,5.777425580274e-19
2.30324,1.774590708979e-18
2.32991,5.294733679569e-18
2.35689,1.535596161071e-17
2.38418,4.332062022788e-17
2.41179,1.189564139258e-16
2.43972,3.181563521529e-16
2.46797,8.293354056777e-16
2.49655,2.108276282108e-15
2.52546,5.229943956194e-15
2.5547,1.266767835067e-14
2.58428,2.997641734966e-14
2.61421,6.934121394876e-14
2.64448,1.568818476995e-13
2.6751,3.473428564036e-13
2.70608,7.52970272321e-13
2.73741,1.599024236313e-12
2.76911,3.32819473591e-12
2.80117,6.792856613903e-12
2.83361,1.360174868453e-11
2.86642,2.673248092248e-11
2.89961,5.159229565561e-11
2.93319,9.781955308371e-11
2.96715,1.822851647535e-10
3.00151,3.340003590604e-10
3.03627,6.01995530736e-10
3.07142,1.067743241522e-09
3.10699,1.864403765208e-09
3.14297,3.206128818803e-09
3.17936,5.431929591202e-09
3.21618,9.070263360323e-09
3.25342,1.493258209871e-08
3.29109,2.424667118043e-08
3.3292,3.884372491267e-08
3.36775,6.141676856835e-08
3.40675,9.587221609865e-08
3.4462,1.478009697906e-07
3.4861,2.251003818011e-07
3.52647,3.387833984359e-07
3.5673,5.040160043273e-07
3.60861,7.414283210662e-07
3.6504,1.078747957672e-06
3.69266,1.552805965082e-06
3.73542,2.21196553205e-06
3.77868,3.119020809095e-06
3.82243,4.354607552685e-06
3.86669,6.021158132235e-06
3.91147,8.247420768644e-06
3.95676,1.11935462475e-05
4.00258,1.505672530309e-05
4.04893,2.007733611683e-05
4.09581,2.654553521519e-05
4.14324,3.480819661476e-05
4.19121,4.527607499204e-05
4.23975,5.84310389889e-05
4.28884,7.483319425132e-05
4.3385,9.512769104064e-05
4.38874,0.0001200509907938
4.43956,0.0001504363526424
4.49097,0.0001872182948226
4.54297,0.0002314357827229
4.59558,0.0002842339119553
4.64879,0.0003468638651724
4.70262,0.0004206809568658
4.75707,0.0005071406048661
4.81216,0.0006077921246512
4.86788,0.0007242702847846
4.92425,0.0008582846057333
4.98127,0.001011606465243
5.03895,0.001186054111524
5.0973,0.001383475753097
5.15632,0.001605730950764
5.21603,0.001854670567058
5.27643,0.002132115628305
5.33752,0.002439835398735
5.39933,0.002779525150979
5.46185,0.00315278386389
5.5251,0.003561092448525
5.58907,0.00400579280992
5.65379,0.004488068142437
5.71926,0.005008924904444
5.78549,0.005569176724144
5.85248,0.006169430595206
5.92025,0.006810075771741
5.9888,0.007491275332612
6.05815,0.008212960664867
6.1283,0.00897482921165
6.19926,0.009776345278418
6.27104,0.01061674382679
6.34366,0.0114950377311
6.41712,0.01241002784941
6.49142,0.01336031612631
6.56659,0.01434432123496
6.64263,0.01536029730922
6.71955,0.01640635465115
6.79735,0.01748048424124
6.87606,0.01858058298713
6.95568,0.01970448403563
7.03623,0.02084999009413
7.1177,0.02201491399349
7.20012,0.02319712733081
7.2835,0.02439462449356
7.36783,0.02560560637713
7.45315,0.02682859904777
7.53945,0.02806261998675
7.62676,0.02930741032572
7.71507,0.03056376220324
7.80441,0.03183397491715
7.89478,0.03312247285743
7.98619,0.03443663067431
8.07867,0.03578784509663
8.17222,0.03719290588596
8.26685,0.03867568647958
8.36257,0.0402691977824
8.45941,0.04201799630214
8.55736,0.04398095356699
8.65645,0.04623434372727
8.75669,0.04887520251082
8.85809,0.05202486840909
8.96066,0.05583261530344
9.06442,0.06047928230034
9.16938,0.06618071128706
9.27555,0.0731908813976
9.38296,0.08180450064136
9.49161,0.09235865248867
9.60152,0.1052330411591
9.7127,0.1208476921394
9.82517,0.1396566048618
9.93894,0.16213437234
10.054,0.1887518937833
10.1704,0.2199351407604
10.2882,0.2560018088598
10.4073,0.2970740951884
10.5279,0.3429783937082
10.6498,0.3931626475939
10.7731,0.4466791404985
10.8978,0.5022696942458
11.024,0.5585451611394
11.1517,0.6141934078187
11.2808,0.6681397039633
11.4114,0.7196226982742
11.5436,0.7681956451501
11.6772,0.8136876010075
11.8124,0.8561518609569
11.9492,0.895821157937
12.0876,0.9330754556738
12.2276,0.9684196090421
12.3692,1.002473524334
12.5124,1.035967632915
12.6573,1.069742108979
12.8038,1.104746707229
12.9521,1.142033070566
13.1021,1.182731293649
13.2538,1.228002198291
13.4073,1.278949185935
13.5625,1.336494778916
13.7196,1.401232782746
13.8784,1.473286654584
14.0391,1.552222964732
14.2017,1.637049524069
14.3661,1.726296345057
14.5325,1.818162309466
14.7008,1.910682749553
14.871,2.001894370521
15.0432,2.089981262852
15.2174,2.173390625071
15.3936,2.250922729746
15.5718,2.321787835396
15.7522,2.38563381312
15.9346,2.442540069755
16.1191,2.492977037749
16.3057,2.537738878028
16.4945,2.577850407047
16.6855,2.614458726667
16.8787,2.648720056004
17.0742,2.681690079921
17.2719,2.71423631272
17.4719,2.746976272921
17.6742,2.780247719138
17.8789,2.814115801292
18.0859,2.848405602519
18.2953,2.882760697854
18.5072,2.916704040983
18.7215,2.949705883614
18.9383,2.981238260629
19.1575,3.01082032565
19.3794,3.038044330305
19.6038,3.062594769124
19.8308,3.084249445784
20.0604,3.102878067147
20.2927,3.118432790568
20.5277,3.130935997623
20.7654,3.140467279184
21.0058,3.147151452502
21.2491,3.151148601428
21.4951,3.152643529578
21.744,3.151839257388
21.9958,3.148950906427
22.2505,3.144201886023
22.5082,3.13782136768
22.7688,3.130042939026
23.0324,3.121104156093
23.2991,3.111246686906
23.5689,3.10071671095
23.8418,3.089765209515
24.1179,3.078647757431
24.3972,3.067623417028
24.6797,3.056952351812
24.9655,3.046891832093
25.2546,3.037690406961
25.547,3.029580171463
25.8428,3.022767262178
26.1421,3.017420956882
26.4448,3.013662012305
26.751,3.011551115067
27.0608,3.011078504385
27.3741,3.012155908652
27.6911,3.014611886653
28.0117,3.018191460282
28.3361,3.022560577903
28.6642,3.027315494249
28.9961,3.031996657757
29.3319,3.036106236136
29.6715,3.039128057729
30.0151,3.040548550487
30.3627,3.039877240437
30.7142,3.036665512373
31.0699,3.030522596465
31.4297,3.021128072063
31.7936,3.008240521251
32.1618,2.991702277301
32.5342,2.971440469662
32.9109,2.947464755552
33.292,2.919862248611
33.6775,2.888790215463
34.0675,2.854467123298
34.462,2.817162598249
34.861,2.777186807175
35.2647,2.734879713723
35.673,2.690600590761
36.0861,2.644718100632
36.504,2.597601185792
36.9266,2.549610947724
37.3542,2.501093632816
37.7868,2.452374791174
38.2243,2.403754628213
38.6669,2.35550452966
39.1147,2.307864707938
39.5676,2.261042891695
40.0258,2.215213960134
40.4893,2.170520409366
40.9581,2.127073528833
41.4324,2.084955161578
41.9121,2.044219922093
42.3975,2.004897749309
42.8884,1.96699667936
43.385,1.930505732425
43.8874,1.895397819707
44.3956,1.861632589745
44.9097,1.829159147185
45.4297,1.797918591231
45.9558,1.76784633482
46.4879,1.738874178517
47.0262,1.710932124915
47.5707,1.683949929705
48.1216,1.657858394268
48.6788,1.632590411663
49.2425,1.608081783217
49.8127,1.584271826681
50.3895,1.561103799161
50.973,1.53852515911
51.5632,1.516487691648
52.1603,1.494947520597
52.7643,1.473865029209
53.3752,1.453204709613
53.9933,1.43293495889
54.6185,1.413027837382
55.251,1.39345880257
55.8907,1.374206429648
56.5379,1.355252127879
57.1926,1.336579859925
57.8549,1.318175869708
58.5248,1.300028422891
59.2025,1.282127562852
59.888,1.264464884007
60.5815,1.247033323475
61.283,1.229826971433
61.9926,1.212840899985
62.7104,1.196071009978
63.4366,1.179513894914
64.1712,1.163166720915
64.9142,1.147027121586
65.6659,1.131093106561
66.4263,1.115362982474
67.1955,1.099835285166
67.9735,1.084508721938
68.7606,1.069382122739
69.5568,1.054454399245
70.3623,1.039724510891
71.177,1.02519143694
72.0012,1.010854153827
72.835,0.9967116170379
73.6783,0.9827627468928
74.5315,0.9690064176622
75.3945,0.9554414495098
76.2676,0.9420666028263
77.1507,0.9288805745607
78.0441,0.9158819962193
78.9478,0.9030694332379
79.8619,0.8904413854747
80.7867,0.8779962886115
81.7222,0.8657325162756
82.6685,0.8536483827284
83.6257,0.8417421459835
84.5941,0.8300120112459
85.5736,0.8184561345726
86.5645,0.8070726266842
87.5669,0.7958595568518
88.5809,0.7848149568158
89.6066,0.7739368246815
90.6442,0.7632231287664
91.6938,0.7526718113671
92.7555,0.7422807924149
93.8296,0.7320479730187
94.9161,0.7219712388705
96.0152,0.7120484635032
97.127,0.7022775114076
98.2517,0.6926562409841
99.3894,0.6831825073484
100.54,0.6738541649728
101.704,0.6646690701795
102.882,0.6556250834752
104.073,0.6467200717414
105.279,0.6379519102698
106.498,0.6293184846673
107.731,0.6208176926198
108.978,0.6124474455179
110.24,0.6042056699653
111.517,0.5960903091576
112.808,0.5880993241556
114.114,0.5802306950364
115.436,0.5724824219467
116.772,0.5648525260548
118.124,0.5573390504059
119.492,0.5499400606887
120.876,0.542653645922
122.276,0.5354779190517
123.692,0.528411017481
125.124,0.5214511035262
