0.333688,0.997748
1.00096,0.00164485
1.66824,0.000352416
2.33551,0.000125497
3.00279,5.27138e-05
3.67006,2.88548e-05
4.33734,1.55471e-05
5.00461,9.77617e-06
5.67189,6.20162e-06
6.33916,4.43588e-06
7.00644,3.18695e-06
7.67371,1.80881e-06
8.34099,1.1628e-06
9.00826,9.4747e-07
9.67554,9.04403e-07
10.3428,7.75203e-07
11.0101,6.02936e-07
11.6774,2.15334e-07
12.3446,1.72267e-07
13.0119,3.87601e-07
13.6792,1.292e-07
14.3465,1.72267e-07
15.0137,3.01468e-07
15.681,8.61337e-08
16.3483,1.292e-07
17.0156,0
17.6828,4.30668e-08
18.3501,4.30668e-08
19.0174,4.30668e-08
19.6847,0
20.3519,1.292e-07
21.0192,0
21.6865,0
22.3538,0
23.021,0
23.6883,4.30668e-08
24.3556,0
25.0229,0
25.6901,0
26.3574,0
27.0247,0
27.692,0
28.3592,0
29.0265,0
29.6938,0
30.3611,0
31.0283,0
31.6956,0
32.3629,0
33.0302,0
33.6974,0
34.3647,0
35.032,0
35.6993,0
36.3665,0
37.0338,0
37.7011,0
38.3684,0
39.0356,0
39.7029,0
40.3702,0
41.0375,0
41.7047,0
42.372,0
43.0393,4.30668e-08
43.7066,0
44.3738,0
45.0411,0
45.7084,0
46.3757,0
47.0429,0
47.7102,0
48.3775,0
49.0448,0
49.712,0
50.3793,0
51.0466,0
51.7139,0
52.3811,0
53.0484,0
53.7157,0
54.383,0
55.0502,0
55.7175,0
56.3848,0
57.0521,0
57.7193,0
58.3866,0
59.0539,0
59.7212,0
60.3884,0
61.0557,0
61.723,0
62.3903,0
63.0575,0
63.7248,0
64.3921,0
65.0594,0
65.7266,0
66.3939,4.30668e-08
