-3.11013,0.00967882
-3.0473,0.0101079
-2.98446,0.0102509
-2.92163,0.00994639
-2.8588,0.0102878
-2.79597,0.0101448
-2.73314,0.0102324
-2.67031,0.00991871
-2.60748,0.0103478
-2.54465,0.00991871
-2.48181,0.0104539
-2.41898,0.0102324
-2.35615,0.00993717
-2.29332,0.0106246
-2.23049,0.0103985
-2.16766,0.0103431
-2.10483,0.01038
-2.04199,0.010417
-1.97916,0.0105461
-1.91633,0.0103985
-1.8535,0.0104862
-1.79067,0.010643
-1.72784,0.0103708
-1.66501,0.0102647
-1.60217,0.0103431
-1.53934,0.0107076
-1.47651,0.010703
-1.41368,0.0107214
-1.35085,0.0103293
-1.28802,0.0103754
-1.22519,0.0103662
-1.16236,0.0103985
-1.09952,0.010703
-1.03669,0.0106661
-0.973861,0.0103524
-0.91103,0.0106015
-0.848199,0.00993717
-0.785367,0.0105369
-0.722536,0.0104908
-0.659705,0.00991871
-0.596873,0.0100663
-0.534042,0.0102278
-0.471211,0.0100756
-0.408379,0.0102693
-0.345548,0.0106338
-0.282717,0.00996946
-0.219885,0.00993255
-0.157054,0.00986797
-0.0942225,0.00983567
-0.0313912,0.0102786
0.0314402,0.00979877
0.0942715,0.00990487
0.157103,0.00994178
0.219934,0.00964652
0.282766,0.0100479
0.345597,0.00980799
0.408428,0.0102278
0.47126,0.00999714
0.534091,0.00976186
0.596922,0.00979415
0.659754,0.00941124
0.722585,0.00975263
0.785416,0.00986335
0.848248,0.0094989
0.911079,0.00935127
0.97391,0.00954042
1.03674,0.0096373
1.09957,0.0100986
1.1624,0.00936972
1.22524,0.00948044
1.28807,0.00939279
1.3509,0.00968343
1.41373,0.00946199
1.47656,0.00933282
1.53939,0.00965114
1.60222,0.00924055
1.66506,0.0094666
1.72789,0.00943431
1.79072,0.00966498
1.85355,0.00960039
1.91638,0.00960962
1.97921,0.0095681
2.04204,0.00966959
2.10487,0.00947583
2.16771,0.00967882
2.23054,0.0094989
2.29337,0.00930052
2.3562,0.00966036
2.41903,0.00986797
2.48186,0.00984029
2.54469,0.0099141
2.60753,0.00972495
2.67036,0.00978493
2.73319,0.00995562
2.79602,0.00986797
2.85885,0.00993717
2.92168,0.00994178
2.98451,0.00996946
3.04735,0.0103247
3.11018,0.00990949
