1.68201,0.0001254
3.67514,0.0001254
5.66827,0.000689698
7.6614,0.000626999
9.65453,0.000752398
11.6477,0.001254
13.6408,0.000877798
15.6339,0.0020691
17.6271,0.0017556
19.6202,0.00257069
21.6133,0.0015048
23.6065,0.0018183
25.5996,0.001881
27.5927,0.0020064
29.5858,0.00244529
31.579,0.00231989
33.5721,0.00288419
35.5652,0.00344849
37.5584,0.00269609
39.5515,0.00407549
41.5446,0.00413819
43.5378,0.00463979
45.5309,0.00413819
47.524,0.00438899
49.5172,0.00539219
51.5103,0.00432629
53.5034,0.00564299
55.4965,0.00457709
57.4897,0.00564299
59.4828,0.00746128
61.4759,0.00551759
63.4691,0.00545489
65.4622,0.00583109
67.4553,0.00689698
69.4485,0.00595649
71.4416,0.00714778
73.4347,0.00570569
75.4279,0.00708508
77.421,0.00702238
79.4141,0.00808828
81.4072,0.00708508
83.4004,0.00884068
85.3935,0.00821368
87.3866,0.00727318
89.3798,0.00796288
91.3729,0.00909148
93.366,0.00927958
95.3592,0.00915418
97.3523,0.00821368
99.3454,0.00946768
101.339,0.00846448
103.332,0.00890338
105.325,0.0107217
107.318,0.00965578
109.311,0.010659
111.304,0.01254
113.297,0.0115368
115.29,0.0117876
117.284,0.0102828
119.277,0.0107217
121.27,0.0134178
123.263,0.0115995
125.256,0.0133551
127.249,0.0110352
129.242,0.0152988
131.236,0.0137313
133.229,0.0144837
135.222,0.0134805
137.215,0.014421
139.208,0.0119757
141.201,0.0124146
143.194,0.0147345
145.187,0.014421
147.181,0.0158631
149.174,0.0167409
151.167,0.015675
153.16,0.016302
155.153,0.0168036
157.146,0.015675
159.139,0.0167409
161.132,0.0149226
163.126,0.0171798
165.119,0.0179322
167.112,0.0156123
169.105,0.0179949
171.098,0.0166782
173.091,0.018183
175.084,0.0176187
177.078,0.016929
179.071,0.0186219
181.064,0.0176187
183.057,0.0183084
185.05,0.019437
187.043,0.0196878
189.036,0.0216942
191.029,0.0193116
193.023,0.0211299
195.016,0.0189981
197.009,0.0214434
199.002,0.0216942
