EventID	nPhotons	Hits	DepositedEnergy
6349	1756504219	28	4.96096e-05
6350	1756640618	8	1.61443e-05
6351	1756920037	26	5.23044e-05
6352	1757192565	34	6.38853e-05
6353	1757232046	0	0
6354	1757298464	2	4.09348e-06
6355	1757609570	56	0.000117432
6356	1757884032	38	5.87847e-05
6357	1758347733	40	6.44113e-05
6358	1758633035	24	5.02312e-05
6359	1758692485	4	1.16025e-05
6360	1758789223	8	1.46803e-05
6361	1759177863	34	5.92136e-05
6362	1759446681	124	0.000220487
6363	1759634005	22	3.27635e-05
6364	1759859895	24	3.78478e-05
6365	1760231539	28	5.06933e-05
6366	1760262902	1002	0.00176598
6367	1760813825	60	0.000129394
6368	1761141691	32	6.31198e-05
6369	1761252883	12	2.22066e-05
6370	1761468820	22	4.26438e-05
6371	1761805350	142	0.000263428
6372	1762033806	20	3.31401e-05
6373	1762444174	42	7.88301e-05
6374	1762942842	62	0.00010947
6375	1763364895	48	9.12387e-05
6376	1763507985	10	2.24402e-05
6377	1763904899	22	3.97094e-05
6378	1764307998	112	0.000169363
6379	1764564402	42	8.12182e-05
6380	1764776424	20	3.70153e-05
6381	1764960330	14	1.98698e-05
6382	1765324395	54	0.000102463
6383	1765715633	44	8.7204e-05
6384	1765849138	10	1.9821e-05
6385	1765880110	0	0
6386	1766247576	34	6.69475e-05
6387	1766298544	2	6.14118e-06
6388	1766522004	24	4.9053e-05
6389	1766531959	0	0
6390	1766872074	26	5.20412e-05
6391	1767334766	48	8.85326e-05
6392	1767381695	0	0
6393	1767593526	12	2.16371e-05
6394	1767663468	6	5.97313e-06
6395	1767960784	28	5.34351e-05
6396	1768211546	26	4.43779e-05
6397	1768370803	34	6.70871e-05
6398	1768471286	6	4.7671e-06
6399	1768476577	0	0
6400	1768794089	40	6.71607e-05
6401	1769012779	30	6.48221e-05
6402	1769301482	26	4.33371e-05
6403	1769647304	56	0.000117566
6404	1769961627	32	6.09865e-05
6405	1770178759	20	4.40939e-05
6406	1770427996	40	7.05862e-05
6407	1770893348	48	9.79323e-05
6408	1771057977	34	5.24128e-05
6409	1771210341	16	3.27244e-05
6410	1771391983	6	6.4265e-06
6411	1771593396	10	2.37669e-05
6412	1772077672	54	0.000100999
6413	1772355728	22	4.08714e-05
6414	1772396317	2	5.68758e-06
6415	1772805676	44	7.00791e-05
6416	1773060361	32	5.60758e-05
6417	1773388631	42	8.94212e-05
6418	1773394366	0	0
6419	1773784452	50	9.29649e-05
6420	1774175182	96	0.000182777
6421	1774319196	16	3.26685e-05
6422	1774434054	6	1.32193e-05
6423	1774672512	30	5.30488e-05
6424	1774927460	36	6.6254e-05
6425	1775229297	30	5.29464e-05
6426	1775646790	22	4.24876e-05
6427	1775760145	14	2.36338e-05
6428	1775874149	10	1.56788e-05
6429	1776253385	42	6.8491e-05
6430	1776532534	30	4.69319e-05
6431	1776993434	56	0.000102172
